timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1719514244065,29,Fetch Page-9,200,OK,Baseline 1VU 1-1,text,true,,1583,493,1,1,https://lgov-perftest.london.gov.uk/themes/estate/gla_core_theme/images/logo-mayoral.svg?sfolbg,29,0,0
1719514244072,31,Fetch Page-10,200,OK,Baseline 1VU 1-1,text,true,,2067,494,1,1,https://lgov-perftest.london.gov.uk/themes/estate/gla_core_theme/images/logo-assembly.svg?sfolbg,31,0,0
1719514244103,12,Fetch Page-11,200,OK,Baseline 1VU 1-1,text,true,,1130,496,1,1,https://lgov-perftest.london.gov.uk/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js,11,0,0
1719514244106,49,Fetch Page-12,200,OK,Baseline 1VU 1-1,text,true,,64961,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_iiLyERRN6uz3MmPJ8Pi1vrAsFfYxoyMJLK3ZGNRihqE.js?scope=footer&delta=0&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJp82s10L7J0knTS50G5pF4oUU0_CYfKDUdoogcQ5QKcBmHHmpBa2ZnvMuW0s2zAgJ5QurWe9_,49,0,0
1719514244107,20,Fetch Page-13,200,OK,Baseline 1VU 1-1,text,true,,1174,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_3KvKaR2Cvc2TRoN-nHJ4SQX9ACWr73s8qk3ZVDrhXA4.js?scope=footer&delta=2&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJp82s10L7J0knTS50G5pF4oUU0_CYfKDUdoogcQ5QKcBmHHmpBa2ZnvMuW0s2zAgJ5QurWe9_,20,0,0
1719514244117,30,Fetch Page-14,200,OK,Baseline 1VU 1-1,text,true,,20065,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_LOAmPcpYjNPnhk81u3rUv9a4eeuZ7Z3TMNmQW5lbooo.js?scope=footer&delta=4&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJp82s10L7J0knTS50G5pF4oUU0_CYfKDUdoogcQ5QKcBmHHmpBa2ZnvMuW0s2zAgJ5QurWe9_,30,0,0
1719514244128,52,Fetch Page-15,200,OK,Baseline 1VU 1-1,text,true,,1035,477,1,1,https://lgov-perftest.london.gov.uk/modules/contrib/google_tag/js/gtm.js?sfolbg,52,0,0
1719514244156,21,Fetch Page-16,200,OK,Baseline 1VU 1-1,text,true,,1055,478,1,1,https://lgov-perftest.london.gov.uk/modules/contrib/google_tag/js/gtag.js?sfolbg,21,0,0
1719514244157,23,Fetch Page-17,200,OK,Baseline 1VU 1-1,text,true,,2322,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_E37z8306CRE7E_zJGqC1kLrmirFpmHk6BFwpMVsV1Nw.js?scope=footer&delta=7&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJp82s10L7J0knTS50G5pF4oUU0_CYfKDUdoogcQ5QKcBmHHmpBa2ZnvMuW0s2zAgJ5QurWe9_,23,0,0
1719514244159,81,Fetch Page-18,200,OK,Baseline 1VU 1-1,text,true,,8309,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_vOWCoOQMunid-JQsNPPWkwMTausk-O0EvnYLgF2AlvQ.js?scope=footer&delta=9&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJp82s10L7J0knTS50G5pF4oUU0_CYfKDUdoogcQ5QKcBmHHmpBa2ZnvMuW0s2zAgJ5QurWe9_,81,0,0
1719514249201,501,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,297791,7468,1,1,https://lgov-perftest.london.gov.uk/programmes-strategies/environment-and-climate-change/climate-change/zero-carbon-london/london-climate-finance-facility/green-finance-fund/green-finance-fund-faqs,117,0,23
1719514249201,118,Fetch Page-0,200,OK,Baseline 1VU 1-1,text,true,,33690,595,1,1,https://lgov-perftest.london.gov.uk/programmes-strategies/environment-and-climate-change/climate-change/zero-carbon-london/london-climate-finance-facility/green-finance-fund/green-finance-fund-faqs,117,0,23
1719514249339,36,Fetch Page-1,200,OK,Baseline 1VU 1-1,text,true,,8453,899,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/css/css_htULHbDgZinm4V8y_SOZGolfT7E1TJjJhVBLkiZ6HyA.css?delta=0&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJof2IpBP5tJn19EK3oVkkXkgxDY_JB0ptpwgS5wCVAmzGkZda0JrpOe-ytWTDjJBQvgCpTu9_,36,0,0
1719514249339,64,Fetch Page-2,200,OK,Baseline 1VU 1-1,text,true,,19698,899,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/css/css_Zfcr9C2Qd6qGTdvhcp4C0ZAlg-8B807vWRgEQSX_wLs.css?delta=1&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJof2IpBP5tJn19EK3oVkkXkgxDY_JB0ptpwgS5wCVAmzGkZda0JrpOe-ytWTDjJBQvgCpTu9_,64,0,32
1719514249341,72,Fetch Page-3,200,OK,Baseline 1VU 1-1,bin,true,,139123,530,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/styles/page_header_sm/public/2023-07/image%2038.png?h=81ded57c&itok=Xk3cyO_X,45,0,24
1719514249342,171,Fetch Page-4,200,OK,Baseline 1VU 1-1,text,true,,64950,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_iiLyERRN6uz3MmPJ8Pi1vrAsFfYxoyMJLK3ZGNRihqE.js?scope=footer&delta=0&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJof2IpBP5tJn19EK3oVkkXkgxDY_JB0ptpwgS5wCVAmzGkZda0JrpOe-ytWTDjJBQvgCpTu9_,171,0,32
1719514249343,359,Fetch Page-5,200,OK,Baseline 1VU 1-1,text,true,,1174,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_3KvKaR2Cvc2TRoN-nHJ4SQX9ACWr73s8qk3ZVDrhXA4.js?scope=footer&delta=2&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJof2IpBP5tJn19EK3oVkkXkgxDY_JB0ptpwgS5wCVAmzGkZda0JrpOe-ytWTDjJBQvgCpTu9_,359,0,336
1719514249356,61,Fetch Page-6,200,OK,Baseline 1VU 1-1,text,true,,20066,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_LOAmPcpYjNPnhk81u3rUv9a4eeuZ7Z3TMNmQW5lbooo.js?scope=footer&delta=4&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJof2IpBP5tJn19EK3oVkkXkgxDY_JB0ptpwgS5wCVAmzGkZda0JrpOe-ytWTDjJBQvgCpTu9_,61,0,28
1719514249423,22,Fetch Page-7,200,OK,Baseline 1VU 1-1,text,true,,2323,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_E37z8306CRE7E_zJGqC1kLrmirFpmHk6BFwpMVsV1Nw.js?scope=footer&delta=7&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJof2IpBP5tJn19EK3oVkkXkgxDY_JB0ptpwgS5wCVAmzGkZda0JrpOe-ytWTDjJBQvgCpTu9_,22,0,0
1719514249424,22,Fetch Page-8,200,OK,Baseline 1VU 1-1,text,true,,8314,909,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_vOWCoOQMunid-JQsNPPWkwMTausk-O0EvnYLgF2AlvQ.js?scope=footer&delta=9&language=en&theme=gla_core_theme&include=eJx9kdFuwyAMRX-IhOd9DXLAJe5IjGwnaf9-tJrWrUR7QMhHF99rE2mnGJk_CSOvJlx87NCH69mJbFQ0ozWrS2BQ4I7iJ5xhJxZ1uUCILBj2g307T1Ay7yHG6H8XI-8oQgn1H82Pl97VcPETKL48bMYF2wOeoLid8NDwyBTwVlnMd8QdOF1YFv99j4mgcHaZOZfWDrLPtvwtIb_XI1zh5ioIZIE6q0-yVSjji4zbWrepkM6YnmlRDax1EFi1gBGv_hy_z6ZVyLqJof2IpBP5tJn19EK3oVkkXkgxDY_JB0ptpwgS5wCVAmzGkZda0JrpOe-ytWTDjJBQvgCpTu9_,22,0,0
1719514255704,278,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,220871,8015,1,1,https://lgov-perftest.london.gov.uk/city-hall-blog/where-find-best-londons-culture-online,98,0,22
1719514255704,98,Fetch Page-0,200,OK,Baseline 1VU 1-1,text,true,,28178,487,1,1,https://lgov-perftest.london.gov.uk/city-hall-blog/where-find-best-londons-culture-online,98,0,22
1719514255818,38,Fetch Page-1,200,OK,Baseline 1VU 1-1,text,true,,9566,993,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/css/css_P6SmTFKnWXNDzObdrC3qA1uyPuv0J29rRR2dQmbiv2A.css?delta=0&language=en&theme=gla_core_theme&include=eJyFkltywyAMRTdkw3dXw8iggBpsMUh20t0XJ82jdtJ-YKwzV288LeQ985HQ86SVs_U79NHt2QuZEVSlKUoXQCHDF1Y7YIKFuEoXMzjPFd1yYtvOBeTIi_Pe22fD8IK1UkD5Q3PPJV-iONoBBB85NOGIzYEHyN1CeBK31uTwXLiq3ZHuhMOB62h_bhMIMscuMsfcwkG0UcffJsStbeATzl2BCrFCSWJDnQtk8yBmnso8ZJKE4VItioK2CBUmyaDEk32Nt71JqaS7jodZtWm33ayfHcTcPCY1ARUoixFY8F-Rcmwdv5WNKAIROw9FfYLrVirezPvfE7vO0NyBw339t_A-oT8OfG4vYyvxPBaWdSTvnLmsc2wPBqH65KCQg1l5dcyobaKv-XbEBzr3bS2BRxIM_ZqipyC7_bRS-oQQsH4Dph9UPw,38,0,0
1719514255819,114,Fetch Page-2,200,OK,Baseline 1VU 1-1,text,true,,19694,993,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/css/css_Zfcr9C2Qd6qGTdvhcp4C0ZAlg-8B807vWRgEQSX_wLs.css?delta=1&language=en&theme=gla_core_theme&include=eJyFkltywyAMRTdkw3dXw8iggBpsMUh20t0XJ82jdtJ-YKwzV288LeQ985HQ86SVs_U79NHt2QuZEVSlKUoXQCHDF1Y7YIKFuEoXMzjPFd1yYtvOBeTIi_Pe22fD8IK1UkD5Q3PPJV-iONoBBB85NOGIzYEHyN1CeBK31uTwXLiq3ZHuhMOB62h_bhMIMscuMsfcwkG0UcffJsStbeATzl2BCrFCSWJDnQtk8yBmnso8ZJKE4VItioK2CBUmyaDEk32Nt71JqaS7jodZtWm33ayfHcTcPCY1ARUoixFY8F-Rcmwdv5WNKAIROw9FfYLrVirezPvfE7vO0NyBw339t_A-oT8OfG4vYyvxPBaWdSTvnLmsc2wPBqH65KCQg1l5dcyobaKv-XbEBzr3bS2BRxIM_ZqipyC7_bRS-oQQsH4Dph9UPw,114,0,27
1719514255821,58,Fetch Page-3,200,OK,Baseline 1VU 1-1,bin,true,,58717,527,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/styles/hero_image_sm/public/bacshopeimage992.jpg?h=7bb73d6e&itok=zNpnZaG0,54,0,32
1719514255822,83,Fetch Page-4,200,OK,Baseline 1VU 1-1,text,true,,64961,1003,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_iiLyERRN6uz3MmPJ8Pi1vrAsFfYxoyMJLK3ZGNRihqE.js?scope=footer&delta=0&language=en&theme=gla_core_theme&include=eJyFkltywyAMRTdkw3dXw8iggBpsMUh20t0XJ82jdtJ-YKwzV288LeQ985HQ86SVs_U79NHt2QuZEVSlKUoXQCHDF1Y7YIKFuEoXMzjPFd1yYtvOBeTIi_Pe22fD8IK1UkD5Q3PPJV-iONoBBB85NOGIzYEHyN1CeBK31uTwXLiq3ZHuhMOB62h_bhMIMscuMsfcwkG0UcffJsStbeATzl2BCrFCSWJDnQtk8yBmnso8ZJKE4VItioK2CBUmyaDEk32Nt71JqaS7jodZtWm33ayfHcTcPCY1ARUoixFY8F-Rcmwdv5WNKAIROw9FfYLrVirezPvfE7vO0NyBw339t_A-oT8OfG4vYyvxPBaWdSTvnLmsc2wPBqH65KCQg1l5dcyobaKv-XbEBzr3bS2BRxIM_ZqipyC7_bRS-oQQsH4Dph9UPw,83,0,51
1719514255823,66,Fetch Page-5,200,OK,Baseline 1VU 1-1,text,true,,1174,1003,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_3KvKaR2Cvc2TRoN-nHJ4SQX9ACWr73s8qk3ZVDrhXA4.js?scope=footer&delta=2&language=en&theme=gla_core_theme&include=eJyFkltywyAMRTdkw3dXw8iggBpsMUh20t0XJ82jdtJ-YKwzV288LeQ985HQ86SVs_U79NHt2QuZEVSlKUoXQCHDF1Y7YIKFuEoXMzjPFd1yYtvOBeTIi_Pe22fD8IK1UkD5Q3PPJV-iONoBBB85NOGIzYEHyN1CeBK31uTwXLiq3ZHuhMOB62h_bhMIMscuMsfcwkG0UcffJsStbeATzl2BCrFCSWJDnQtk8yBmnso8ZJKE4VItioK2CBUmyaDEk32Nt71JqaS7jodZtWm33ayfHcTcPCY1ARUoixFY8F-Rcmwdv5WNKAIROw9FfYLrVirezPvfE7vO0NyBw339t_A-oT8OfG4vYyvxPBaWdSTvnLmsc2wPBqH65KCQg1l5dcyobaKv-XbEBzr3bS2BRxIM_ZqipyC7_bRS-oQQsH4Dph9UPw,66,0,36
1719514255823,159,Fetch Page-6,200,OK,Baseline 1VU 1-1,text,true,,20055,1003,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_LOAmPcpYjNPnhk81u3rUv9a4eeuZ7Z3TMNmQW5lbooo.js?scope=footer&delta=4&language=en&theme=gla_core_theme&include=eJyFkltywyAMRTdkw3dXw8iggBpsMUh20t0XJ82jdtJ-YKwzV288LeQ985HQ86SVs_U79NHt2QuZEVSlKUoXQCHDF1Y7YIKFuEoXMzjPFd1yYtvOBeTIi_Pe22fD8IK1UkD5Q3PPJV-iONoBBB85NOGIzYEHyN1CeBK31uTwXLiq3ZHuhMOB62h_bhMIMscuMsfcwkG0UcffJsStbeATzl2BCrFCSWJDnQtk8yBmnso8ZJKE4VItioK2CBUmyaDEk32Nt71JqaS7jodZtWm33ayfHcTcPCY1ARUoixFY8F-Rcmwdv5WNKAIROw9FfYLrVirezPvfE7vO0NyBw339t_A-oT8OfG4vYyvxPBaWdSTvnLmsc2wPBqH65KCQg1l5dcyobaKv-XbEBzr3bS2BRxIM_ZqipyC7_bRS-oQQsH4Dph9UPw,159,0,60
1719514255884,82,Fetch Page-7,200,OK,Baseline 1VU 1-1,text,true,,10212,1003,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_fQ_cImIIlsbi_Mk2BwjW_V8CatX9163TPwypWTxFYQM.js?scope=footer&delta=7&language=en&theme=gla_core_theme&include=eJyFkltywyAMRTdkw3dXw8iggBpsMUh20t0XJ82jdtJ-YKwzV288LeQ985HQ86SVs_U79NHt2QuZEVSlKUoXQCHDF1Y7YIKFuEoXMzjPFd1yYtvOBeTIi_Pe22fD8IK1UkD5Q3PPJV-iONoBBB85NOGIzYEHyN1CeBK31uTwXLiq3ZHuhMOB62h_bhMIMscuMsfcwkG0UcffJsStbeATzl2BCrFCSWJDnQtk8yBmnso8ZJKE4VItioK2CBUmyaDEk32Nt71JqaS7jodZtWm33ayfHcTcPCY1ARUoixFY8F-Rcmwdv5WNKAIROw9FfYLrVirezPvfE7vO0NyBw339t_A-oT8OfG4vYyvxPBaWdSTvnLmsc2wPBqH65KCQg1l5dcyobaKv-XbEBzr3bS2BRxIM_ZqipyC7_bRS-oQQsH4Dph9UPw,82,0,0
1719514255889,27,Fetch Page-8,200,OK,Baseline 1VU 1-1,text,true,,8314,1003,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/js/js_vOWCoOQMunid-JQsNPPWkwMTausk-O0EvnYLgF2AlvQ.js?scope=footer&delta=9&language=en&theme=gla_core_theme&include=eJyFkltywyAMRTdkw3dXw8iggBpsMUh20t0XJ82jdtJ-YKwzV288LeQ985HQ86SVs_U79NHt2QuZEVSlKUoXQCHDF1Y7YIKFuEoXMzjPFd1yYtvOBeTIi_Pe22fD8IK1UkD5Q3PPJV-iONoBBB85NOGIzYEHyN1CeBK31uTwXLiq3ZHuhMOB62h_bhMIMscuMsfcwkG0UcffJsStbeATzl2BCrFCSWJDnQtk8yBmnso8ZJKE4VItioK2CBUmyaDEk32Nt71JqaS7jodZtWm33ayfHcTcPCY1ARUoixFY8F-Rcmwdv5WNKAIROw9FfYLrVirezPvfE7vO0NyBw339t_A-oT8OfG4vYyvxPBaWdSTvnLmsc2wPBqH65KCQg1l5dcyobaKv-XbEBzr3bS2BRxIM_ZqipyC7_bRS-oQQsH4Dph9UPw,27,0,0
1719514261594,263,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,144798,6741,1,1,https://lgov-perftest.london.gov.uk/sorry-page-not-found,82,0,23
1719514261594,83,Fetch Page-0,200,OK,Baseline 1VU 1-1,text,true,,20155,454,1,1,https://lgov-perftest.london.gov.uk/sorry-page-not-found,82,0,23
1719514261691,63,Fetch Page-1,200,OK,Baseline 1VU 1-1,text,true,,8449,891,1,1,https://lgov-perftest.london.gov.uk/sites/default/files/css/css_htULHbDgZinm4V8y_SOZGolfT7E1TJjJhVBLkiZ6HyA.css?delta=0&language=en&theme=gla_core_theme&include=eJx9j11uxCAMhC9EwnNPgxzwEm9JjGznZ29fdlV12yTqA0LzeRgPkVaKkfmTMPJswsXHE_pwZ3Zh6xXNaM7qEhgUeKD4AUdYiUVdLhAiC4Z1Y9_OC5TMa4gx-t-i5xVFKKH-4_nZpQ81nPwAiu8dNuKE7QEPUNxKuGl4dgq4VxbzJ-I2HG4sk_---0RQOLvMnEuLg-yzTX8l5KPu4Q67qyCQBeqoPslSofRv0i9zXYZCOmJ6tUU1sJYgMGsBI579NT7-7UZ716aJJ1JM3bN0R0mPNq1Chk4RJI4BKgVYjCNPtaC18TU_pbSMbkRIKMfRsJjx_AW5YOXE,63,0,0
