timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1719586227007,1110,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,45483,2668,1,1,https://lgov-perftest.london.gov.uk/search?query=emphasis,1010,0,18
1719586233119,1545,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,54307,3181,1,1,https://lgov-perftest.london.gov.uk/search?query=businesses,1292,0,26
1719586240491,1627,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,64677,2701,1,1,https://lgov-perftest.london.gov.uk/search?query=employers,1363,0,18
1719586247225,1332,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,68040,2707,1,1,https://lgov-perftest.london.gov.uk/search?query=vauxhall,1224,0,19
1719586254135,1453,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,48031,2596,1,1,https://lgov-perftest.london.gov.uk/search?query=relations,1197,0,18
1719586260735,1391,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,32717,1545,1,1,https://lgov-perftest.london.gov.uk/search?query=nppf,1274,0,20
1719586266839,1349,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,39540,2063,1,1,https://lgov-perftest.london.gov.uk/search?query=underground,1117,0,24
1719586272477,1823,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,52823,3182,1,1,https://lgov-perftest.london.gov.uk/search?query=stations,1235,0,19
1719586279468,1299,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,39197,1559,1,1,https://lgov-perftest.london.gov.uk/search?query=acts,1209,0,19
1719586285691,1701,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,58869,4280,1,1,https://lgov-perftest.london.gov.uk/search?query=budget,1459,0,20
1719586291252,1612,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,34007,1554,1,1,https://lgov-perftest.london.gov.uk/search?query=race,1357,0,20
1719586297119,1486,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,32321,984,1,1,https://lgov-perftest.london.gov.uk/search?query=shop,1404,0,18
1719586304055,1228,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,31636,984,1,1,https://lgov-perftest.london.gov.uk/search?query=disposal,1146,0,23
1719586310438,1299,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,41637,2054,1,1,https://lgov-perftest.london.gov.uk/search?query=covent,996,0,25
1719586316792,1325,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,50858,3234,1,1,https://lgov-perftest.london.gov.uk/search?query=intern,1061,0,19
1719586322745,2209,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,96661,4204,1,1,https://lgov-perftest.london.gov.uk/search?query=fun,1610,0,17
1719586329825,1908,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,46278,2634,1,1,https://lgov-perftest.london.gov.uk/search?query=government,1484,0,23
1719586337446,952,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,23631,452,1,1,https://lgov-perftest.london.gov.uk/search?query=alert,952,0,22
1719586343549,1458,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,108212,2043,1,1,https://lgov-perftest.london.gov.uk/search?query=firms,1353,0,23
1719586350811,1293,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,47640,3167,1,1,https://lgov-perftest.london.gov.uk/search?query=barnet,1000,0,19
1719586358018,1154,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,54296,1559,1,1,https://lgov-perftest.london.gov.uk/search?query=science,1042,0,28
1719586363251,1340,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,29413,991,1,1,https://lgov-perftest.london.gov.uk/search?query=landfill,1252,0,19
1719586369781,1425,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,97390,3673,1,1,https://lgov-perftest.london.gov.uk/search?query=quality,1159,0,24
1719586375630,1135,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,43037,2055,1,1,https://lgov-perftest.london.gov.uk/search?query=unicef,1001,0,20
1719586381911,1337,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,37308,2069,1,1,https://lgov-perftest.london.gov.uk/search?query=barkingside,1222,0,20
1719586388127,1415,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,54407,2620,1,1,https://lgov-perftest.london.gov.uk/search?query=childhood,1286,0,21
1719586394033,1447,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,40991,2087,1,1,https://lgov-perftest.london.gov.uk/search?query=highgate,999,0,21
1719586399451,1563,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,37774,1527,1,1,https://lgov-perftest.london.gov.uk/search?query=profession,1449,0,19
1719586405432,1342,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,31594,1021,1,1,https://lgov-perftest.london.gov.uk/search?query=hospitals,1255,0,20
1719586412095,1339,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,35755,1562,1,1,https://lgov-perftest.london.gov.uk/search?query=issues,1220,0,21
1719586418770,1020,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,42758,2600,1,1,https://lgov-perftest.london.gov.uk/search?query=horse,903,0,21
1719586425351,1442,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,57790,3821,1,1,https://lgov-perftest.london.gov.uk/search?query=norwood,1015,0,23
1719586432242,1064,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,31622,1537,1,1,https://lgov-perftest.london.gov.uk/search?query=grammar,958,0,19
1719586436880,1055,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,39109,2091,1,1,https://lgov-perftest.london.gov.uk/search?query=coal,944,0,19
1719586442638,1396,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,32190,1021,1,1,https://lgov-perftest.london.gov.uk/search?query=manufacturing,1301,0,28
1719586448623,1699,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,61349,3786,1,1,https://lgov-perftest.london.gov.uk/search?query=confidential,1565,0,21
1719586455321,1458,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,40059,2095,1,1,https://lgov-perftest.london.gov.uk/search?query=cells,1309,0,22
1719586461401,1687,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,37597,1535,1,1,https://lgov-perftest.london.gov.uk/search?query=supply,1374,0,17
1719586467612,1435,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,29199,995,1,1,https://lgov-perftest.london.gov.uk/search?query=john,1358,0,18
1719586473793,2616,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,96085,5444,1,1,https://lgov-perftest.london.gov.uk/search?query=vi,1476,0,21
1719586480686,2120,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,44308,2073,1,1,https://lgov-perftest.london.gov.uk/search?query=visits,1360,0,20
1719586487144,1115,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,32104,998,1,1,https://lgov-perftest.london.gov.uk/search?query=efficiency,1028,0,23
1719586493327,1368,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,45671,2028,1,1,https://lgov-perftest.london.gov.uk/search?query=doors,1256,0,20
1719586500013,1180,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,70149,2621,1,1,https://lgov-perftest.london.gov.uk/search?query=nick,1051,0,19
1719586506157,1530,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,35022,1589,1,1,https://lgov-perftest.london.gov.uk/search?query=reliance,1272,0,20
1719586512353,1715,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,53736,3194,1,1,https://lgov-perftest.london.gov.uk/search?query=eligibility,1454,0,19
1719586520238,1480,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,56547,3730,1,1,https://lgov-perftest.london.gov.uk/search?query=regular,1334,0,19
1719586527125,1441,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,72422,4895,1,1,https://lgov-perftest.london.gov.uk/search?query=lived,1114,0,20
1719586533200,1787,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,76697,4732,1,1,https://lgov-perftest.london.gov.uk/search?query=map,1315,0,18
1719586539739,1440,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,66711,2114,1,1,https://lgov-perftest.london.gov.uk/search?query=residential,1337,0,21
1719586545799,1541,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,54559,3690,1,1,https://lgov-perftest.london.gov.uk/search?query=malps,1249,0,20
1719586553001,1475,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,30974,1004,1,1,https://lgov-perftest.london.gov.uk/search?query=technical,1378,0,18
1719586559585,1356,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,36917,1521,1,1,https://lgov-perftest.london.gov.uk/search?query=educational,1197,0,17
1719586565427,1607,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,51894,3238,1,1,https://lgov-perftest.london.gov.uk/search?query=refugee,1025,0,18
1719586573187,1969,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,73460,4838,1,1,https://lgov-perftest.london.gov.uk/search?query=world,1413,0,22
1719586578969,1676,Fetch Page,200,OK,Baseline 1VU 1-1,text,true,,41469,2081,1,1,https://lgov-perftest.london.gov.uk/search?query=trust,1343,0,18
